"","GSM3141461_CON_GC_1.CEL","GSM3141462_CON_GC_2.CEL","GSM3141463_CON_GC_3.CEL","GSM3141464_PCOS_GC_1.CEL","GSM3141465_PCOS_GC_2.CEL","GSM3141466_PCOS_GC_3.CEL"
"TC16001701.hg.1",6.43315884171229,6.55970528139252,6.56350827866177,6.45839867312216,6.55201302750564,6.6508181009896
"TC16001702.hg.1",6.43916035430524,6.64387578048555,6.64271937883287,6.62725708047223,6.72492183923512,6.56931443413516
"TC16001703.hg.1",5.97915841144549,6.07491909147184,5.95891791493551,6.18748289626238,6.18747637943859,5.95785120134726
"TC16001704.hg.1",6.93559102138865,7.14992381034784,7.26292804817664,7.04264027634529,7.09862453904212,6.9602374129254
"TC16001705.hg.1",6.76723488399222,6.71583827902486,6.73699882625597,6.81376831673096,6.69602906421709,6.74986771817484
"TC16001706.hg.1",6.67025103503781,6.73947118294389,6.76097382362535,6.7746009624549,6.90505777159371,6.6992851923047
"TC16001707.hg.1",6.71814799135423,6.79382830572055,6.91909965479652,6.87397128806448,7.00518129655249,6.88850800596186
"TC16001708.hg.1",5.28119997705246,5.53988159548169,5.35691460535123,5.52518488083741,5.27306569676526,5.57979671380974
"TC16001709.hg.1",7.06056715349282,7.14494508007405,7.11732078738418,6.98212368672481,7.19169499247328,7.02035941369606
"TC16001710.hg.1",5.79805943644362,5.64278320431892,5.77576514020096,5.78994960441671,5.88172762708254,5.59784140134886
"TC16001711.hg.1",5.52652051520675,5.69004692597519,5.64068887072052,5.85764790088927,5.6569188042419,5.86870507714927
"TC16001712.hg.1",3.86772650531983,3.63019858289327,3.88201767223393,4.07439294726692,4.05602603631082,4.08086224674199
"TC16001713.hg.1",10.5597285643475,10.940400404634,10.7909790484815,10.3663037382731,10.6376547036006,10.7049767766597
"TC16001714.hg.1",6.08099557828791,5.8884490438123,6.23864945803919,6.00705766755577,6.13798900299026,6.09349919274227
