"","Control1","Control10","Control11","Control12","Control13","Control14","Control15","Control16","Control17","Control2","Control3","Control4","Control5","Control6","Control7","Control8","Control9","PCOS1","PCOS10","PCOS11","PCOS12","PCOS13","PCOS14","PCOS15","PCOS16","PCOS17","PCOS18","PCOS19","PCOS2","PCOS20","PCOS21","PCOS22","PCOS23","PCOS3","PCOS4","PCOS5","PCOS6","PCOS7","PCOS8","PCOS9"
"UCA1",0,783.064136145317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0647847204442,0,0,0,0,0,0,0
"UCHL1",4623.78201436406,2552.31806781199,2627.93715171499,2682.60611506117,3837.61177420364,3929.34841093886,3214.40732777752,2192.29822428152,5232.43889010346,2637.26340511021,4264.31516861972,7552.84144569326,4828.26031603916,1725.37923201399,1429.76741560714,2913.48367288126,2315.72564696983,3513.93111544857,2657.16536771792,1750.4015207509,2972.65906374098,6576.22311966319,3549.39479817758,2207.97642786912,2715.82587850567,3678.16528875732,4574.61247419697,3484.11252726301,3808.68832068728,2052.90655542537,3323.4580881851,2634.81400643415,6165.10919183388,2419.54698851972,3987.38326171693,3206.78301105028,2335.34410314461,1966.11704899671,4092.2263869469,2493.08697259948
"UCHL3",759.253508704174,702.108257408489,826.858729978861,1131.21944611013,1357.17846380403,1068.39308032966,939.929001051752,1271.97649862576,623.257191450998,861.481761475919,984.633776106606,746.35596169422,907.491158533725,1119.72741474491,854.359871147038,957.418376780164,767.780695786789,1666.6985222579,946.632823309644,666.269445742365,847.527654922753,540.130966492988,788.447729921769,1329.07318959112,1069.62384562301,777.79882561984,851.308251844426,1306.21100831989,685.363392475911,855.596778221456,824.210737447093,1578.78685729504,1034.10749370039,1547.96692636267,811.871537764746,1080.64653282848,746.211127545971,1315.44060510572,823.718765001425,877.395415249601
"UCHL5",601.175491119078,721.243283291739,554.877695585374,740.948737202135,582.701623046297,612.675261870907,779.250261279398,571.835013703488,842.37104782049,658.405194024407,774.335451086306,579.830303574273,646.106548033363,686.821648449479,589.628643467674,773.264220098046,703.005153214206,740.089948243781,604.714699069444,726.926924184228,749.05621934583,958.861068136123,711.166972263159,869.159299937888,742.624555675405,860.954423607274,406.944054453105,750.695981793043,761.00855414546,597.997748219297,637.90476866999,873.893113466693,492.961636781908,799.443445522826,646.810184933143,590.965493552989,516.523166342572,544.138081630079,763.601006224112,594.33325800167
"UCK1",784.402284229076,995.021345929012,1083.37595974128,1455.23301603167,1012.6152979159,1344.42168770966,1448.60625494247,1514.33316648347,914.435160582011,1100.07396180012,861.858453406894,1159.66060714855,1009.32931846893,1250.84791126708,2029.24143531083,1188.29821500849,1375.52769815896,1333.55830296757,1479.76135862632,981.110643369177,1010.80507801611,900.218277488313,1223.61199626132,833.106728079478,1426.16512749735,1280.09223568535,886.857387635732,961.774028438381,1217.61368663274,1351.08062674602,1298.99046433068,1579.66250169731,1279.97056567934,1105.81189969877,1418.37604351808,1279.03013335548,1130.85603865214,1188.65114919192,1178.09713253085,1327.76578915267
"UCK2",798.773013100448,725.659058495566,648.570158938314,700.548042698202,1120.0937166333,902.775915901654,750.111629714463,571.835013703488,1427.64850416744,764.952092642465,1182.77612858238,757.390794461204,677.789531124316,949.062641493825,637.761593954831,726.538538551837,640.134773658464,944.562238526767,632.030472080369,1161.15744445852,655.634600977979,703.713487773721,723.127089519849,947.110806658775,888.297136555492,556.890519855242,674.498076461353,969.722574127955,845.767590714954,707.08305174062,606.996866015724,815.224938514521,985.923273563815,875.8233925473,704.389726618586,1040.46757575972,789.071560497802,709.668760184213,924.969727152689,432.861374485668
"UCKL1",1725.68502530397,1695.65767826956,1367.1822564997,1018.9055153892,1423.56219301184,1309.78280364629,1139.73676035416,1365.43429864933,1013.76677546951,1405.14414160396,1204.65687916253,1519.79742199831,897.307342540204,1369.48074145381,1466.9610591654,1094.84685191607,1438.3980777147,1147.03967719724,1053.07014573152,1349.86959961098,1005.75526080704,1425.94575154149,1157.37134683966,1125.4248782828,1399.67920370097,1380.04694437732,1410.73938877076,1004.16627211611,1259.53751117249,1793.99324465789,1466.40827037462,1288.07291574099,1336.80323558402,909.770035669288,1254.27434971457,1227.13231380833,1655.07210321684,1267.89455913805,1238.21489130816,1419.20167499908
"UCKL1-AS1",65.8658406604567,50.0454523100391,38.2046937944028,4.84808334047199,24.2353297107863,7.57725588886281,2.49759699128012,1.58403050887393,9.73839361642185,18.2131450629158,4.8623890178104,8.02533292144322,6.78921066234707,14.5689440580192,7.65751485022953,23.8209356902242,33.3403527947117,6.98198064380926,55.5734692291234,7.70253694499844,13.4661792241947,13.3746715512549,14.7201443159257,18.5134828462106,25.4672344195955,12.5993330283991,37.4201429382165,16.7802631224327,5.46832493996738,10.5142461225371,40.3519840208473,33.274487286307,0,7.63799470244738,11.5159083370886,11.7188624783879,27.4746365075836,14.9681996564908,7.38288265686297,49.6088316826271
"UCMA",0,0,0,0,0,0,0,0,0,0,0,0,12.446886214303,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80651072036624,0,0,0,0,0,0,0,0.959659028090716,0,0,0,0,0
"UCN",39.519504396274,64.7647029894623,72.770845322672,15.3522639114946,61.1151792706785,58.4531168569417,34.133825547495,50.6889762839657,41.8750925506139,65.567322226497,71.7202380127034,44.1393310679377,58.8398257403413,141.526885135044,90.7962475098645,34.8152137010969,68.585868606264,48.8738645066648,91.3665511055079,6.73971982687364,17.6743602317555,21.6052386597195,33.1203247108328,17.5390890121995,132.429618981897,41.1578212261038,30.8716179240286,44.1585871642967,41.0124370497553,132.742357297031,8.58552851507389,8.75644402271236,85.2490048570216,58.5579593854299,47.0232923764451,86.2173453767108,121.987386093671,51.9484576313506,54.8442711652677,42.7997763536391
"UCN2",0,0,5.4578133992004,0,1.05370998742549,0,0,0,1.94767872328437,0,0,0,1.13153511039118,10.4063886128709,0,3.66475933695756,2.857744525261,0.997425806258465,12.2450016945526,1.92563423624961,0,0,7.36007215796284,3.89757533604434,4.07475750713528,1.67991107045322,4.67751786727707,0,0,0,0,0,0,5.09199646829825,0.959659028090716,0.837061605599134,2.19797092060669,0.880482332734755,1.054697522409,0
"UCP1",2.39512147856206,0,0,0,0,0,0,0,0,0,1.2155972544526,4.01266646072161,0,0,0,0,0,0,0,0,0,3.08646266567422,0.920009019745355,0,0,0,0,0.883171743285933,1.82277497998913,0,22.3223741391921,5.25386641362742,0,0,0,0,13.1878255236401,1.76096466546951,5.27348761204497,0
"UCP2",3609.44806819303,2589.11619451055,209.216180302682,268.260611506117,380.389305460602,1420.19424659829,156.516078120221,758.750613750611,261.962788281748,354.245671473713,525.138013923523,1876.92473700253,621.212775604757,469.328126440477,483.517366257351,243.706495907678,339.119016997639,603.442612786372,296.705810291082,903.122456801068,310.56375835799,2577.19632583797,549.245384787977,356.628143248057,760.960964457514,167.991107045322,383.556465116719,277.315927391783,265.213759588418,228.684853165182,481.648149695645,677.748767357937,432.422488405182,454.885017834644,284.059072314852,649.559805944928,216.500135679759,460.492260020277,306.916979021018,406.597875359571
"UCP3",81.4341302711101,0,37.2950582278694,22.6243889222026,15.8056498113824,18.4019071586668,5.82772631298695,9.50418305324356,17.5291085095593,13.6598587971869,32.8211258702202,14.0443326125256,5.65767555195589,4.16255544514836,29.5361287080282,39.3961628722938,9.52581508420333,23.9382193502032,64.0507780945829,13.4794396537473,24.4074498438529,13.3746715512549,18.4001803949071,17.5390890121995,18.3364087821088,25.1986660567983,58.936725127691,29.1446675284358,34.6327246197934,23.6570537757085,18.8881627331626,0.875644402271236,27.1808421283257,3.39466431219884,30.7090888989029,14.2300472951853,76.9289822212342,29.0559169802469,8.43758017927196,22.372610366675
