"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"ADAMTS17",0.141206754060564,5.95250147276673,1.06257682114676,0.320220873983307,0.571953654091953,-6.44593695623873,"Not Significant"
"MAP4K3",0.310780789576082,9.07053322034605,1.06241970720514,0.320287797793418,0.571953654091953,-6.44610002004297,"Not Significant"
"CLCN2",-0.109615487519438,6.46673745730702,-1.0624174876764,0.320288743296455,0.571953654091953,-6.44610232349656,"Not Significant"
"AVPI1",-0.22676847539358,10.0475176280051,-1.06237737102763,0.32030583307468,0.571953654091953,-6.44614395642153,"Not Significant"
"TAGLN",-0.0750348379160357,11.8246797964345,-1.06228595000693,0.320344781306669,0.571957429473377,-6.44623882849729,"Not Significant"
"SRSF6",-0.143996583864235,8.9496532932741,-1.06204946986528,0.320445546581318,0.572071562119419,-6.44648420744306,"Not Significant"
"CLU",-0.238095924996408,10.70419613859,-1.06186001019678,0.320526294213183,0.57214993637686,-6.44668076728411,"Not Significant"
"LOC102724701",0.233025480191284,5.6281094786032,1.06127917834251,0.320773944297682,0.57248362374701,-6.4472832041807,"Not Significant"
"LUM",0.480640892235456,10.0978989434899,1.06102857675941,0.320880840120338,0.57248362374701,-6.44754305178435,"Not Significant"
"CMC1",0.206916458813538,9.92967261570298,1.0609419312579,0.320917805871663,0.57248362374701,-6.44763288350134,"Not Significant"
"CDKN2AIPNL",-0.13065087472081,8.04194580316055,-1.0609114682275,0.320930803173863,0.57248362374701,-6.44766446545513,"Not Significant"
"PRODH",0.128239521226549,6.34616502652736,1.06086244790133,0.320951718968045,0.57248362374701,-6.44771528491097,"Not Significant"
"IL17RB",-0.0802662080263232,6.00924948997852,-1.06084018741241,0.320961217337285,0.57248362374701,-6.44773836182234,"Not Significant"
"CCDC142",0.0549786901660561,11.488940235867,1.06063350187424,0.321049418929968,0.57248362374701,-6.4479526105656,"Not Significant"
"LOC102723692",0.0428288997458619,5.69699751885017,1.06054383818799,0.321087688203091,0.57248362374701,-6.44804554565945,"Not Significant"
"C4orf33",0.344594686758557,5.98542328633319,1.06052555598262,0.321095491654215,0.57248362374701,-6.44806449418085,"Not Significant"
"PNMA3",-0.0531067398692331,6.51914022368415,-1.06047151407272,0.321118559404427,0.57248362374701,-6.44812050429241,"Not Significant"
"EID2B",0.22281101434122,5.97060177587269,1.06047100528432,0.321118776586583,0.57248362374701,-6.44812103160077,"Not Significant"
"CDH6",-0.617580061257968,6.50385253895692,-1.0603101714491,0.321187436141029,0.572540294845356,-6.44828771039219,"Not Significant"
"ANGPTL8",0.145539309792528,6.01196126233519,1.05992820774743,0.321350541738268,0.572754683806392,-6.4486834800247,"Not Significant"
"DPP3",-0.108284217691985,9.94127407990239,-1.0598418814781,0.321387413680961,0.572754683806392,-6.44877291185173,"Not Significant"
"PRKAA1",0.168809468252979,7.73823470403845,1.05976943145188,0.321418361327209,0.572754683806392,-6.44884796406698,"Not Significant"
"LINC02443",-0.103095067651142,5.90873253794634,-1.05941582617454,0.321569440461274,0.572947093755642,-6.44921421509788,"Not Significant"
"TSPAN3",0.151743833218081,9.63034078372665,1.05923625130549,0.321646185845376,0.572947093755642,-6.44940017721972,"Not Significant"
"ZSCAN22",-0.158027904807001,6.82701920569392,-1.05919621499657,0.321663298230724,0.572947093755642,-6.44944163437688,"Not Significant"
"EBP",-0.103986749199946,7.74717471227026,-1.05917134491157,0.321673928603921,0.572947093755642,-6.44946738648986,"Not Significant"
"SH3GL1P2",-0.133636699914407,6.09637549581549,-1.05902166408982,0.3217379134295,0.57299533429674,-6.44962236631528,"Not Significant"
"METAP1D",0.149141185492418,6.90278149323538,1.05859624778162,0.321919822932425,0.573253556249391,-6.45006275434656,"Not Significant"
"DIPK2A",0.249911124418732,8.8865844061911,1.05849211862651,0.321964361235141,0.573267125474059,-6.45017052809614,"Not Significant"
"PPP5C",-0.0849866023846122,7.2298289744205,-1.05831540309405,0.32203995739072,0.573328357712585,-6.45035341076255,"Not Significant"
"TEKTL1",-0.186253735338424,6.14040294239499,-1.05823911726729,0.322072595590345,0.573328357712585,-6.45043235184743,"Not Significant"
"ULK2",-0.269222849746723,6.54088100168813,-1.05804196561006,0.322156957178459,0.57341279585822,-6.45063634610926,"Not Significant"
"PDE4DIP",-0.167986933229939,8.86712311329991,-1.05752109120324,0.322379923903395,0.57374389207701,-6.45117516269738,"Not Significant"
"EOLA1",0.0541618221918192,8.19414293261726,1.05701929920302,0.322594836788999,0.574060580524819,-6.45169405293481,"Not Significant"
"GCDH",-0.113162540079086,7.67915766470857,-1.05681041257281,0.322684334168757,0.574104439515157,-6.45191000323535,"Not Significant"
"LOC102724929",-0.196357516183466,6.51287421701837,-1.05677361915648,0.322700100310394,0.574104439515157,-6.45194803756162,"Not Significant"
"MBNL1-AS1",-0.156136636878715,8.17908818560899,-1.05670291258894,0.32273040008551,0.574104439515157,-6.45202112604204,"Not Significant"
"RUNX1T1",0.141508076988454,7.5865188305981,1.05653047318581,0.322804304641731,0.574104467399203,-6.45219935920308,"Not Significant"
"LYRM2",0.133318431814345,8.14422973541551,1.0565303436135,0.322804360179189,0.574104467399203,-6.45219949312073,"Not Significant"
"DNASE1",0.0747179828931621,6.73463906603359,1.05634180766296,0.322885178655415,0.574135393139968,-6.45239433886535,"Not Significant"
"C1QBP",0.0694214374973683,11.8279302503351,1.05631067988588,0.32289852352443,0.574135393139968,-6.45242650591691,"Not Significant"
"ARF1",-0.0584006381165771,9.12150615652108,-1.05623103201007,0.322932671540732,0.574135393139968,-6.45250880981353,"Not Significant"
"PEPD",-0.139507395698205,10.4790242710482,-1.05606605588968,0.323003411977566,0.574195418567561,-6.45267927270631,"Not Significant"
"SEC22B",0.0980122247417636,10.2506620690951,1.05590939314845,0.323070598964476,0.574208934371407,-6.4528411273868,"Not Significant"
"PHOX2B",0.13397048360908,5.8734404625301,1.05587588009386,0.323084972926519,0.574208934371407,-6.4528757487723,"Not Significant"
"CD276",-0.108323846897191,8.3917282624764,-1.05578654905057,0.323123290031051,0.574211312382944,-6.45296803014135,"Not Significant"
"LSM14A",0.197457886897016,8.99652404956998,1.05530466933,0.323330046053931,0.57451298262106,-6.45346572459033,"Not Significant"
"CXCR1",-0.163824032447058,7.54757237686571,-1.05490012149827,0.323503702099114,0.574755776452522,-6.45388341856055,"Not Significant"
"CREM",-0.0826990296975012,8.1891277884557,-1.05432244421715,0.323751802475098,0.575126175358648,-6.45447966117112,"Not Significant"
"STAB1",0.0735072050706034,6.41470782057547,1.0541610957381,0.323821124951592,0.575126175358648,-6.45464615157701,"Not Significant"
"PDIK1L",0.190389508483987,5.79013578975735,1.05415604141795,0.323823296700197,0.575126175358648,-6.45465136666385,"Not Significant"
"CDA",-0.553861965308116,7.60647840760928,-1.05406620339265,0.323861900357105,0.575128955711931,-6.45474405912806,"Not Significant"
"PPRC1",-0.0831212994960939,8.68137819387879,-1.05391218551043,0.323928090681218,0.575180719508055,-6.4549029569491,"Not Significant"
"PCDHB11",-0.152029567175958,5.94228210894963,-1.05376986886785,0.32398926174226,0.575210864721134,-6.45504976740326,"Not Significant"
"NRL",-0.149829108210343,6.44569346998917,-1.05370032957676,0.32401915467,0.575210864721134,-6.45512149710336,"Not Significant"
"PSMD12",0.141735008091477,10.6298524694555,1.05357133378884,0.324074611951828,0.575243549884315,-6.45525454676979,"Not Significant"
"CELSR1",0.0608211931880422,5.97018796844016,1.05345636606042,0.324124044627251,0.575265534915071,-6.45537311729166,"Not Significant"
"TICAM1",0.0823080071699902,7.76936050741062,1.05301904796658,0.324312132314987,0.5755335760671,-6.45582405167703,"Not Significant"
"ZNF260",0.266485000095464,7.48188406032728,1.05266582073799,0.324464115529513,0.575737491251547,-6.45618817502943,"Not Significant"
"PSMC3",-0.181881457166645,9.8569912182472,-1.05248832060091,0.324540509656433,0.575751380220508,-6.45637111618188,"Not Significant"
"CYP2A13",0.0664452730386138,6.44169400079898,1.05240238203888,0.324577501743313,0.575751380220508,-6.45645968080191,"Not Significant"
"NPB",0.0434037790496973,7.69117109271825,1.05238919668973,0.324583177643632,0.575751380220508,-6.4564732685836,"Not Significant"
"NSUN3",0.206824396061803,8.17332603383701,1.05211130740152,0.324702818808558,0.575897815015338,-6.4567596098422,"Not Significant"
"F8",0.181083675335195,9.52390482447021,1.05195593400968,0.324769727610817,0.575918354655248,-6.45691968430909,"Not Significant"
"UTP11",0.290383206562677,9.64519083175658,1.05190391780169,0.324792129884459,0.575918354655248,-6.45697327041135,"Not Significant"
"IQCB1",0.118181599803359,7.65377830445719,1.05177129488403,0.324849253232072,0.575918354655248,-6.45710988705733,"Not Significant"
"LGALS8",0.338002734465881,7.52746850233186,1.05173994927101,0.324862755565773,0.575918354655248,-6.4571421747158,"Not Significant"
"FGR",-0.164513381366,5.74073946489422,-1.05149087254795,0.324970062671363,0.576042823420198,-6.4573987115442,"Not Significant"
"THYN1",0.181961451040618,9.28796130789214,1.05131495424462,0.325045868437006,0.576111430782997,-6.45757987145983,"Not Significant"
"SLC25A28",-0.091966515087913,8.23185948779069,-1.05122672138178,0.325083894482482,0.576113069336223,-6.45767072476556,"Not Significant"
"FCHSD2",-0.0986443056485298,7.45442171137368,-1.05099901852356,0.325182044533558,0.576221247006401,-6.45790516391248,"Not Significant"
"IDO1",-0.110248873634752,6.55587565151383,-1.05056696869424,0.325368341017806,0.576485577284857,-6.45834989114653,"Not Significant"
"DCTN1",-0.0697430620190165,10.2016617494733,-1.05040158687732,0.325439674474251,0.576546179718901,-6.45852008953956,"Not Significant"
"SUN5",-0.103658644886659,6.90953574512215,-1.05030327379379,0.325482085254937,0.576555535003269,-6.45862125640845,"Not Significant"
"NEMF",0.527974095723574,8.09997787224,1.05020605420448,0.325524028574878,0.576564060192849,-6.45872129108781,"Not Significant"
"SCGN",0.0790286763154171,5.83824615765931,1.05001022307246,0.325608528592931,0.576647950728905,-6.45892277170995,"Not Significant"
"CERT1",0.221671562079674,8.77313187085615,1.04986915275886,0.325669410271712,0.576689999167425,-6.45906789434105,"Not Significant"
"TRAV20",-0.0938398426906994,6.2088437256082,-1.04958298871014,0.325792937393767,0.576842956881462,-6.45936223385878,"Not Significant"
"OMA1",0.410265192229385,8.45417433771557,1.04946057786038,0.325845789124003,0.576870757441286,-6.45948812357939,"Not Significant"
"SAMD4A",0.155422887840528,8.93103325406859,1.04933000708346,0.325902171356907,0.576900038030396,-6.45962239303763,"Not Significant"
"ZSCAN32",-0.101029363569157,6.80469079474432,-1.0492502095613,0.325936632769234,0.576900038030396,-6.45970444484045,"Not Significant"
"WFDC2",-0.0965878962455466,6.65338051901467,-1.0490436955568,0.326025831291057,0.576951340476615,-6.45991677121893,"Not Significant"
"CES3",-0.0903055001805049,6.43024486318001,-1.04894172560824,0.326069881687207,0.576951340476615,-6.46002159961184,"Not Significant"
"AKR1C1",0.0939730647812187,9.2204979751778,1.04892505383099,0.326077084236397,0.576951340476615,-6.46003873801174,"Not Significant"
"DQX1",-0.0868392964155689,5.77727953618633,-1.04865688215137,0.326192957004536,0.577090604576328,-6.46031438751254,"Not Significant"
"ZNF582",-0.109345020014012,6.94060452789081,-1.04831672871544,0.326339978312596,0.577272440788557,-6.46066395014523,"Not Significant"
"HCN4",-0.122978355756294,6.26470627803171,-1.04824707607515,0.32637009001048,0.577272440788557,-6.46073551903308,"Not Significant"
"PATZ1",-0.0573192261386852,6.47249169432694,-1.04747175406448,0.32670541809357,0.577751672006122,-6.46153193120954,"Not Significant"
"NIPA1",-0.0905579643812819,6.46447968843621,-1.04744857985716,0.326715445124018,0.577751672006122,-6.46155572901416,"Not Significant"
"C2orf81",-0.0949953267903716,7.13483843610359,-1.04727848846491,0.326789047740441,0.577759582165256,-6.4617303853611,"Not Significant"
"LOC105369341",-0.0612811825698234,5.8962564074703,-1.04723010447196,0.32680998702123,0.577759582165256,-6.46178006401942,"Not Significant"
"ARL6",-0.143243724923152,6.54518805818739,-1.04718030247806,0.326831541070299,0.577759582165256,-6.46183119682856,"Not Significant"
"ZFP28-DT",0.137411905543339,6.24537659108886,1.04703908350179,0.326892665969172,0.57780185738979,-6.46197617958326,"Not Significant"
"LRRC59",-0.0957387277157693,12.4965088086915,-1.04655358524114,0.327102876125237,0.578050830943618,-6.46247450577102,"Not Significant"
"ZNF22-AS1",0.0632210218915237,5.83530282615614,1.04653935617372,0.327109038594914,0.578050830943618,-6.46248910819288,"Not Significant"
"YME1L1",0.0939683129333488,8.98794850273537,1.04645585869138,0.327145202365566,0.578050830943618,-6.46257479355951,"Not Significant"
"MYG1",-0.146543558370061,9.67256425231247,-1.04614290687169,0.327280773401751,0.578154708613906,-6.46289590012555,"Not Significant"
"CPD",0.203076252089683,7.8847063750657,1.04613670946344,0.327283458568524,0.578154708613906,-6.46290225829695,"Not Significant"
"ATXN7",-0.073691064514005,6.87497955703473,-1.04606232054798,0.32731569058635,0.578154708613906,-6.46297857468913,"Not Significant"
"AASDHPPT",0.0416837172761664,9.61337422425277,1.04565172653618,0.327493641758978,0.578403238083873,-6.46339973442298,"Not Significant"
"SIGLEC7",0.0988818402375937,6.3999673293508,1.04450743765254,0.327989974790501,0.579097617555263,-6.46457281560272,"Not Significant"
"CD40",0.196610461446648,7.13709958074586,1.04449177040487,0.327996774504053,0.579097617555263,-6.46458887038855,"Not Significant"
"MSANTD3",0.054221321887578,10.5681140844478,1.04448737355579,0.327998682792281,0.579097617555263,-6.46459337596373,"Not Significant"
"SIRT4",0.084697304093071,5.85082302515255,1.04415645510791,0.32814233048386,0.579281460029502,-6.46493243664023,"Not Significant"
"MS4A4A",0.0553163547585012,5.75783952915908,1.04407563338096,0.328177421682092,0.579281460029502,-6.46501523474821,"Not Significant"
"MARK2P21",-0.169873535278199,6.71252964915307,-1.04390282477964,0.328252461597979,0.579315606514604,-6.4651922530254,"Not Significant"
"DNAJC5",-0.131105745916337,8.58637821918618,-1.04384764449071,0.328276425752246,0.579315606514604,-6.46524877289914,"Not Significant"
"MARK4",-0.148488062980013,9.8207832622196,-1.04371869315309,0.328332433137543,0.579315606514604,-6.46538084599402,"Not Significant"
"NDUFC2",0.0901577971263716,10.6413474733978,1.04361695673431,0.328376625543219,0.579315606514604,-6.4654850366987,"Not Significant"
"FBXL8",-0.0526696335763965,6.34283267495577,-1.04360157946317,0.328383305547498,0.579315606514604,-6.46550078426829,"Not Significant"
"PLA2G5",-0.329426988261896,6.43859714752863,-1.0432661918217,0.328529026902704,0.579506841956741,-6.46584420507357,"Not Significant"
"CAV2",0.0965265391600063,10.2562706250373,1.04311400250274,0.328595167736661,0.579525910102422,-6.4660000123154,"Not Significant"
"GET3",0.0962295638804029,10.6045399300201,1.04299182737381,0.328648272052906,0.579525910102422,-6.46612507952137,"Not Significant"
"NIBAN1",0.288768802835531,10.070776460404,1.04298370923438,0.328651800899145,0.579525910102422,-6.4661333894407,"Not Significant"
"CYP20A1",0.0681073082020642,7.78441556242831,1.04288917236634,0.32869289698464,0.579532565502156,-6.4662301560414,"Not Significant"
"MGC34796",0.0577196516184726,7.13207873803214,1.04229050702036,0.328953235706548,0.57992573161345,-6.46684278868325,"Not Significant"
"THUMPD3",0.107082937992846,8.12394021279764,1.04209737192121,0.329037257763788,0.579981950371579,-6.46704037346779,"Not Significant"
"AGAP2-AS1",-0.136773180282638,8.2774624600758,-1.04199527687049,0.329081680258718,0.579981950371579,-6.46714480961191,"Not Significant"
"TMEM201",-0.196724566874649,7.22846609370497,-1.04195966360851,0.329097177017258,0.579981950371579,-6.4671812376988,"Not Significant"
"ENO2",0.108837221720506,8.38236485915452,1.04150136268018,0.329296652948875,0.580188943847747,-6.46764994109714,"Not Significant"
"BCCIP",0.174223774599067,8.07838358110133,1.04143589249578,0.329325156610092,0.580188943847747,-6.46771688468568,"Not Significant"
"MYORG",-0.125842033311907,5.94100427913617,-1.04143229531893,0.329326722763655,0.580188943847747,-6.46772056272534,"Not Significant"
"FAM156A",0.0628340902380824,8.99152325369812,1.04132081258093,0.329375263454355,0.580208631981761,-6.46783454681479,"Not Significant"
"IFT52",-0.136710640866026,8.10196429443464,-1.04111836147209,0.329463426947276,0.580266540472046,-6.46804151692494,"Not Significant"
"CSAD",-0.0847722736814696,6.26321623511245,-1.04099392370726,0.329517626290664,0.580266540472046,-6.46816871733055,"Not Significant"
"SHISA9",0.116740885668599,6.04277507558576,1.04098791329378,0.329520244325251,0.580266540472046,-6.46817486089216,"Not Significant"
"WDR26",0.0992774924628268,9.12318311319979,1.04082675919498,0.329590446378104,0.58032435098755,-6.4683395750939,"Not Significant"
"ATG101",-0.181127857962986,10.2652813034004,-1.04070196500378,0.329644817318043,0.580354277019793,-6.46846711299719,"Not Significant"
"FOCAD",-0.105492851156769,7.65584623103521,-1.04046205191461,0.329749363469312,0.580461581645373,-6.46871226853439,"Not Significant"
"PDE7A",-0.149954752184389,6.0715233288571,-1.04039054175663,0.329780530221244,0.580461581645373,-6.46878533308199,"Not Significant"
"NR6A1",0.0913362019981525,6.2294196895377,1.03997328860012,0.329962430269446,0.58060045315368,-6.46921158070944,"Not Significant"
"GNL3",0.130301149490251,9.75117730882637,1.03996866475673,0.329964446455893,0.58060045315368,-6.46921630350676,"Not Significant"
"SARS1",0.211109807024069,9.92862848439698,1.03995226011989,0.329971599631712,0.58060045315368,-6.46923305908862,"Not Significant"
"KRT81",0.160774445333773,6.9811530061134,1.03923187819953,0.330285838500039,0.581087525518763,-6.46996865635086,"Not Significant"
"COL20A1",0.0722178133991527,6.32022074671807,1.03879097883925,0.330478278898496,0.581310185857493,-6.47041867908765,"Not Significant"
"IK",0.245223610259908,9.75574211254889,1.03874844512407,0.330496848311193,0.581310185857493,-6.47046208534734,"Not Significant"
"ZNF589",0.0669996441925829,6.88503614598695,1.03868464043216,0.330524705753208,0.581310185857493,-6.47052719643543,"Not Significant"
"PI4KAP1",-0.225493646277634,10.4509963998623,-1.0382318057184,0.330722468188875,0.581469185198345,-6.47098921651331,"Not Significant"
"SNORA17B",0.0787314265004211,6.63018836304722,1.03818532616438,0.330742772002517,0.581469185198345,-6.47103663029395,"Not Significant"
"LINC01547",-0.0673899948618768,6.46656569310926,-1.03817839402022,0.330745800276644,0.581469185198345,-6.47104370163559,"Not Significant"
"COASY",-0.100053255570154,8.74755233877515,-1.03813468122518,0.330764896500321,0.581469185198345,-6.47108829136597,"Not Significant"
"PLA2G12B",-0.121026455334076,6.41188205835117,-1.03800843761421,0.330820051679173,0.581500312709327,-6.47121705966153,"Not Significant"
"COMMD2",0.265212732908994,8.31878543828884,1.03685556566645,0.331324066932097,0.582320329521404,-6.47239244240027,"Not Significant"
"FZD5",-0.233144647951669,6.03705940330054,-1.03655898021022,0.331453825502133,0.582482458397139,-6.47269466001168,"Not Significant"
"C15orf40",0.227457964867558,8.54558772613917,1.03627992013234,0.331575952696498,0.582572700618886,-6.47297896002417,"Not Significant"
"PCED1B",0.161564271735101,6.21198388391172,1.03621438108785,0.331604640128036,0.582572700618886,-6.47304572134627,"Not Significant"
"MRFAP1L2",0.144696380394182,8.78417254540956,1.03613001597764,0.331641570857443,0.582572700618886,-6.47313165515409,"Not Significant"
"ZNF84",0.237570486567738,6.87311901480803,1.03601385742633,0.331692424367119,0.582572700618886,-6.47324996495707,"Not Significant"
"WDPCP",-0.0670830216295606,7.07991438603024,-1.03595236272037,0.331719348833551,0.582572700618886,-6.4733125945002,"Not Significant"
"CEBPZ",0.304573061989998,9.06039414071616,1.03592739279556,0.331730281998466,0.582572700618886,-6.47333802442672,"Not Significant"
"PACS1",-0.0875637843476547,7.02526293299534,-1.03564700299679,0.331853070864096,0.582722434058316,-6.47362354794565,"Not Significant"
"HDGFL2",-0.0648969886701245,8.52954391734566,-1.0355341741657,0.33190249107185,0.582735016428226,-6.47373842616477,"Not Significant"
"RPRML",-0.109319637211837,5.91040226865331,-1.03545929430587,0.331935292394878,0.582735016428226,-6.47381466091648,"Not Significant"
"TFCP2",0.148771213621441,7.27094396654003,1.03518937267135,0.332053553224082,0.582876732360789,-6.47408943211511,"Not Significant"
"AK3",0.354907222902149,10.5915545302362,1.03491601863051,0.332173351300888,0.582958324228661,-6.47436764240214,"Not Significant"
"CRYBB3",0.134220484483852,6.32742538518707,1.03490892986506,0.332176458416902,0.582958324228661,-6.47437485636621,"Not Significant"
"METTL17",-0.0789611597317226,8.09828081631285,-1.03482633723901,0.332212661714285,0.582958324228661,-6.47445890496332,"Not Significant"
"DDX50",-0.0580459177206389,7.18952658183041,-1.03472497962851,0.33225709456906,0.582970414064222,-6.47456204243497,"Not Significant"
"SFRP1",-0.409389480309329,7.16768278935743,-1.03443876099529,0.33238259121979,0.583103356530295,-6.47485324603715,"Not Significant"
"IPO11",0.0716135723739733,8.42183345825816,1.03438089692599,0.332407967027703,0.583103356530295,-6.47491211052865,"Not Significant"
"LAMP5",-0.0992960982945155,5.75991062482548,-1.03412491925871,0.3325202419881,0.583215124848045,-6.47517248407313,"Not Significant"
"ARHGAP4",-0.10604808481392,7.00598380985772,-1.03406437827368,0.332546800322294,0.583215124848045,-6.4752340576213,"Not Significant"
"PPP2R2C",0.11133798735267,6.32043561782218,1.03374573591965,0.332686610670264,0.583394431449786,-6.47555808983397,"Not Significant"
"TOMM6",0.129530834930023,11.3393502311043,1.03364356767627,0.332731448591039,0.583407174087811,-6.4756619703244,"Not Significant"
"SBNO2",0.0743729704630534,6.8254755560929,1.03316323444731,0.33294231232124,0.583710988565452,-6.47615024976726,"Not Significant"
"TUBB6",-0.147754093770395,13.527723586979,-1.03289392065154,0.333060585085265,0.58381261073862,-6.47642394398691,"Not Significant"
"TNFSF14",0.118166130164425,5.93342088947976,1.03286002913547,0.333075471312045,0.58381261073862,-6.47645838294134,"Not Significant"
"RBM19",0.0982597328050483,6.71368851139187,1.03260936553287,0.333185586758225,0.583939705550984,-6.4767130689692,"Not Significant"
"PPARD",-0.139564182222437,7.74450595073947,-1.03239130665621,0.333281402097441,0.583982496365247,-6.47693458913816,"Not Significant"
"MRPS7",0.113027819951153,10.3299806936196,1.03238262074962,0.333285219138899,0.583982496365247,-6.47694341218709,"Not Significant"
"SERBP1",0.0806191363673605,10.1545643383051,1.032071730198,0.333421863069364,0.584135784802393,-6.47725917453759,"Not Significant"
"ERCC8",-0.0982167939292964,6.88488540463621,-1.03201241386204,0.333447938980449,0.584135784802393,-6.47731941223768,"Not Significant"
"SUMO4",-0.0591415256540415,10.5811769623686,-1.03161426907923,0.333623007457274,0.584341576371007,-6.47772367381244,"Not Significant"
"ACADS",0.116680054406061,7.47483774646211,1.0315740960083,0.333640675947022,0.584341576371007,-6.47776445753401,"Not Significant"
"GNA13",0.158861411264242,9.2784847622368,1.03139525606362,0.333719340236264,0.584389460514916,-6.47794600138996,"Not Significant"
"ZNF286A",0.0731307738646851,7.08308144792682,1.03126724889021,0.33377565413901,0.584389460514916,-6.47807592933836,"Not Significant"
"DSG2",-0.435510974681916,7.62006855025052,-1.03118128750525,0.333813475076568,0.584389460514916,-6.47816317376086,"Not Significant"
"CSRP2",0.41980079686596,9.18395706430278,1.03116974323297,0.33381855453164,0.584389460514916,-6.47817488992188,"Not Significant"
"RNF26",-0.0717059185589477,7.73340401605351,-1.03093935843647,0.333919935901629,0.584501044378368,-6.47840868433446,"Not Significant"
"RPS9",-0.0847795149702684,13.2474713444241,-1.03074550869202,0.334005258458698,0.584584496544934,-6.47860537243663,"Not Significant"
"MSC-AS1",0.279853939096615,8.62473224078344,1.03056683159103,0.334083917801308,0.5846562690881,-6.47878664100438,"Not Significant"
"FBXW9",0.124274185100601,7.49736802805643,1.03019705154415,0.33424675242314,0.584875317965576,-6.47916170883265,"Not Significant"
"ATP6V0A1",0.10798521170678,7.8098908551097,1.02973223731115,0.33445152325082,0.585167690483237,-6.47963302560725,"Not Significant"
"CACNA1H",-0.0867836673238713,6.71538296457013,-1.02934544760894,0.334621995103313,0.585231724803853,-6.48002510383535,"Not Significant"
"ATG2B",0.102839002981446,7.47571852407371,1.02931813444759,0.334634035524603,0.585231724803853,-6.48005278623917,"Not Significant"
"SNX25",-0.201995549469117,9.62615287835811,-1.02927873017636,0.334651406644708,0.585231724803853,-6.48009272223278,"Not Significant"
"RNF208",-0.162952291111344,6.01131915186748,-1.02922721696474,0.334674116968845,0.585231724803853,-6.48014492882292,"Not Significant"
"RASAL1",0.084129234138631,6.68938957522423,1.02922166214205,0.334676565962018,0.585231724803853,-6.48015055829675,"Not Significant"
"FBXO38",0.0858752121640336,9.21439387893058,1.02882467113244,0.334851626152111,0.585471912047065,-6.48055282500239,"Not Significant"
"HERPUD2-AS1",0.149168396101889,6.23331930523097,1.02842197948814,0.335029272711834,0.585670147782035,-6.48096074826254,"Not Significant"
"PICK1",0.0713454137825549,7.44650140645365,1.02839667517724,0.335040438095558,0.585670147782035,-6.48098637728622,"Not Significant"
"MGAT5",-0.133395398889169,7.76119090829985,-1.02771605707515,0.335340865275242,0.586072311181501,-6.4816755504026,"Not Significant"
"CFAP107",0.0438862465516516,5.83773321904429,1.02770445809053,0.33534598691703,0.586072311181501,-6.48168729219044,"Not Significant"
"AHCY",-0.177780809216983,11.5056271138645,-1.02760410194891,0.335390302657117,0.586083796945726,-6.48178887970187,"Not Significant"
"CHCHD1",0.14644006637535,11.2909509108883,1.02747621506669,0.335446782132592,0.586116533470787,-6.48191832488316,"Not Significant"
"GNA11",-0.151862408063073,10.457290251993,-1.02706655499583,0.335627752494554,0.58632339055611,-6.48233289461194,"Not Significant"
"ENKD1",-0.163145632772486,7.32941000596484,-1.02703727738922,0.335640688991065,0.58632339055611,-6.48236251831375,"Not Significant"
"ZNF587",0.0653377971847702,6.47552138495252,1.02687561477934,0.335712127602677,0.586382217931875,-6.48252608045915,"Not Significant"
"DPM2",-0.172052533539468,9.39498169701328,-1.02669355440385,0.335792594085792,0.58645679911868,-6.48271025672031,"Not Significant"
"COL12A1",0.408201181133172,8.98916517523809,1.02660502727179,0.335831726436265,0.586459182197742,-6.48279980377594,"Not Significant"
"INF2",-0.142147856554582,7.78198242830087,-1.02632807078608,0.335954174535909,0.586570867242028,-6.48307991334856,"Not Significant"
"THAP7",-0.173424879935554,8.8838978908329,-1.02624511965135,0.335990855653928,0.586570867242028,-6.48316379773184,"Not Significant"
"OFD1",0.274568250704899,8.24621309597116,1.02614211122683,0.336036410456186,0.586570867242028,-6.48326795791816,"Not Significant"
"FAM131A",0.0664845445208826,6.95184320497524,1.0261186600304,0.336046782263336,0.586570867242028,-6.48329167022208,"Not Significant"
"MORN2",0.244628333373441,9.42490157041951,1.02576969827008,0.336201147584733,0.58677435311855,-6.48364446888118,"Not Significant"
"RBM34",0.27563496005541,8.45317561970878,1.02565554300586,0.336251656773082,0.586796552750329,-6.48375985958355,"Not Significant"
"TRAPPC13",0.229819857281139,6.7958010152612,1.02545184959311,0.336341797654267,0.586887901334471,-6.48396573330113,"Not Significant"
"FHIP1B",-0.088022250899467,8.05546110663166,-1.02484766998075,0.33660927665999,0.587288634604082,-6.48457619782249,"Not Significant"
"KRIT1",0.236185527525444,6.72188242570256,1.02446605468783,0.336778308115135,0.587517533806517,-6.48496164239806,"Not Significant"
"TENM3-AS1",0.12331031779388,7.47135193432997,1.02428512169152,0.336858472963233,0.587591369149975,-6.48514435294385,"Not Significant"
"CDH16",-0.130551257566108,5.7491335844755,-1.02397030481904,0.336997992119375,0.587768709606835,-6.48546220439865,"Not Significant"
"MAPRE1",-0.0388206554649013,10.3750086570834,-1.02369727086135,0.337119030328646,0.587913780654,-6.48573781022768,"Not Significant"
"CORO1C",0.0846155141151517,12.4828398526443,1.02353536964892,0.337190818366043,0.587972939650524,-6.48590121017537,"Not Significant"
"KRT33B",-0.193347526430871,6.51200827036519,-1.02275736026944,0.337535957777724,0.588369060695337,-6.48668614835546,"Not Significant"
